tweetId,bridge,closed,datetime,time
940726622650490900,The Montlake Bridge,false,2017-12-12T15:34:39.000Z,3:34:38 PM
940725360664047600,The Fremont Bridge,false,2017-12-12T15:29:38.000Z,3:29:37 PM
940725107521077200,The Montlake Bridge,true,2017-12-12T15:28:38.000Z,3:28:37 PM
940725106577252400,The Fremont Bridge,true,2017-12-12T15:28:37.000Z,3:28:37 PM
940716870771949600,The Lower Spokane St Bridge,false,2017-12-12T14:55:54.000Z,2:55:52 PM
940713823748501500,The Lower Spokane St Bridge,true,2017-12-12T14:43:47.000Z,2:43:47 PM
940711238400487400,The 1st Ave S Bridge,false,2017-12-12T14:33:31.000Z,2:33:28 PM
940708716554338300,The 1st Ave S Bridge,true,2017-12-12T14:23:30.000Z,2:23:26 PM
940708421073907700,The Ballard Bridge,false,2017-12-12T14:22:19.000Z,2:22:18 PM
940707243644743700,The Ballard Bridge,true,2017-12-12T14:17:39.000Z,2:17:37 PM
940704889683918800,The University Bridge,false,2017-12-12T14:08:17.000Z,2:08:17 PM
940704300036010000,The 1st Ave S Bridge,false,2017-12-12T14:05:57.000Z,2:05:55 PM
940703415625064400,The University Bridge,true,2017-12-12T14:02:26.000Z,2:02:25 PM
940701564301279200,The 1st Ave S Bridge,true,2017-12-12T13:55:04.000Z,1:55:02 PM
940700427783258100,The Ballard Bridge,false,2017-12-12T13:50:34.000Z,1:50:29 PM
940699522836996100,The Fremont Bridge,false,2017-12-12T13:46:58.000Z,1:46:57 PM
940699101158555600,The Ballard Bridge,true,2017-12-12T13:45:17.000Z,1:45:17 PM
940698910367952900,The Lower Spokane St Bridge,false,2017-12-12T13:44:32.000Z,1:44:30 PM
940698467193589800,The Fremont Bridge,true,2017-12-12T13:42:46.000Z,1:42:45 PM
940696153548513300,The Lower Spokane St Bridge,true,2017-12-12T13:33:34.000Z,1:33:31 PM
940694933031100400,The Ballard Bridge,false,2017-12-12T13:28:43.000Z,1:28:42 PM
940694027443175400,The Ballard Bridge,true,2017-12-12T13:25:08.000Z,1:25:04 PM
940689485427175400,The South Park Bridge,false,2017-12-12T13:07:05.000Z,1:07:03 PM
940687740168839200,The South Park Bridge,true,2017-12-12T13:00:09.000Z,1:00:08 PM
940683158030127100,The Fremont Bridge,false,2017-12-12T12:41:56.000Z,12:41:52 AM
940682294989226000,The Lower Spokane St Bridge,false,2017-12-12T12:38:30.000Z,12:38:27 AM
940681368501084200,The Fremont Bridge,true,2017-12-12T12:34:49.000Z,12:34:45 AM
940680967768784900,The Lower Spokane St Bridge,true,2017-12-12T12:33:14.000Z,12:33:13 AM
940679117032243200,The Ballard Bridge,false,2017-12-12T12:25:53.000Z,12:25:52 AM
